0.142158 0.122696
0.139253 0.113253
0.221835 0.0231574
0.308662 0.031798
0.597943 0.0395264
0.574134 0.0565144
0.428376 0.163057
0.326485 0.244348
0.275128 0.300887
0.595843 0.224727
0.853762 0.334077
0.966552 0.457779
0.75875 0.457925
0.388216 0.436752
0.335 0.357854
0.226791 0.380867
0.126422 0.516266
0.0223387 0.682204
0.108799 0.695742
0.120972 0.720281
0.140151 0.70119
0.159981 0.991762
0.445415 0.955414
0.612247 0.920827
0.89278 0.952042
0.935487 0.878191
0.964387 0.851747
0.385749 0.732545
0.30758 0.738793
0.257425 0.493532
0.0128577 0.49063
0.046544 0.403904
0.0636714 0.353931
0.0642306 0.292877
0.142158 0.122696
