0 554.55
100 256.588
200 204.277
300 191.931
400 180.412
500 172.042
600 167.574
700 162.387
800 157.473
900 156.127
1000 153.138
1100 148.909
1200 146.727
1300 146.247
1400 143.524
1500 142.551
1600 139.861
1700 139.089
1800 137.115
1900 134.329
2000 132.509
2100 131.637
2200 131.321
2300 129.401
2400 127.167
2500 126.315
2600 125.32
2700 124.59
2800 124.058
2900 121.6
3000 121.312
3100 120.09
3200 120.891
3300 120.413
3400 120.123
3500 117.615
3600 118.621
3700 117.179
3800 116.912
3900 116.93
4000 116.93
4100 116.742
4200 116.396
4300 116.167
4400 115.608
4500 115.019
4600 115.019
4700 114.714
4800 114.714
4900 114.437
