0 17.1812
100 7.36934
200 7.14795
300 7.01709
400 7.01709
500 6.91438
600 6.91438
700 6.91438
800 6.91438
900 6.91438
1000 6.91438
1100 6.91438
1200 6.91438
1300 6.88713
1400 6.88713
1500 6.88713
1600 6.88713
1700 6.87405
1800 6.87405
1900 6.87405
2000 6.61698
2100 6.61698
2200 6.17797
2300 6.27588
2400 6.23769
2500 6.23769
2600 6.23769
2700 6.23769
2800 6.23769
2900 5.80445
3000 5.80445
3100 5.80445
3200 5.80445
3300 5.80445
3400 5.80445
3500 5.80445
3600 5.80445
3700 5.80445
3800 5.80445
3900 5.80445
4000 5.80445
4100 5.80445
4200 5.80445
4300 5.80445
4400 5.80445
4500 5.80445
4600 5.80445
4700 5.80445
4800 5.80445
4900 5.80445
