0 628.273 22.8846
100 288.885 12.8757
200 233.36 14.9496
300 220.313 14.4047
400 208.325 14.7125
500 200.209 13.8551
600 200.802 16.4712
700 192.723 15.0044
800 187.261 15.6022
900 187.971 14.7311
1000 187.905 15.4587
1100 177.113 15.5251
1200 178.656 15.3581
1300 181.71 17.3212
1400 174.511 15.6389
1500 173.82 15.6151
1600 174.949 17.5812
1700 171.618 16.0432
1800 168.307 17.0848
1900 164.155 15.4522
2000 163.292 17.0067
2100 159.891 14.7378
2200 160.096 15.9494
2300 162.648 16.7553
2400 157.014 15.6733
2500 156.062 15.7588
2600 157.201 16.2175
2700 156.474 17.0827
2800 154.848 15.7159
2900 152.993 15.276
3000 151.535 15.4233
3100 152.244 15.93
3200 152.706 17.1068
3300 151.333 16.1189
3400 151.084 16.0497
3500 149.349 16.696
3600 150.405 16.086
3700 147.642 16.3989
3800 148.077 16.8463
3900 147.601 16.6064
4000 146.993 16.1204
4100 145.733 15.3611
4200 145.88 15.9628
4300 149.025 17.2379
4400 147.216 16.6332
4500 148.314 17.132
4600 147.361 16.3679
4700 146.867 16.2532
4800 149.054 16.881
4900 145.206 15.579
