0 39.0561
100 9.39556
200 9.39361
300 9.03062
400 9.03062
500 9.03062
600 7.94964
700 7.79812
800 7.79812
900 7.79812
1000 7.79812
1100 7.79812
1200 7.79812
1300 7.79812
1400 7.79812
1500 7.79812
1600 7.79812
1700 7.79812
1800 7.79812
1900 7.79812
2000 7.79812
2100 7.79812
2200 7.79812
2300 7.79812
2400 7.79812
2500 7.79812
2600 7.79812
2700 7.79812
2800 7.79812
2900 7.79812
3000 7.79812
3100 7.79812
3200 7.79812
3300 7.79812
3400 7.79812
3500 7.79812
3600 7.79812
3700 7.79812
3800 7.79812
3900 7.79812
4000 7.79812
4100 7.79812
4200 7.79812
4300 7.79812
4400 7.79812
4500 7.79812
4600 7.79812
4700 7.79812
4800 7.79812
4900 7.79812
