0 16.8211
100 8.44956
200 7.38164
300 7.38164
400 6.94868
500 6.94868
600 6.94868
700 6.94868
800 6.94868
900 6.92143
1000 6.92143
1100 6.92143
1200 6.92143
1300 6.92143
1400 6.8457
1500 6.8457
1600 6.8457
1700 6.8457
1800 6.8457
1900 6.8457
2000 6.8457
2100 6.8457
2200 6.8457
2300 6.8457
2400 6.8457
2500 6.8457
2600 6.8457
2700 6.8457
2800 6.8457
2900 6.8457
3000 6.8457
3100 6.8457
3200 6.8457
3300 6.8457
3400 6.8457
3500 6.8457
3600 6.8457
3700 6.8457
3800 6.8457
3900 6.8457
4000 6.8457
4100 6.8457
4200 6.8457
4300 6.8457
4400 6.8457
4500 6.8457
4600 6.8457
4700 6.8457
4800 6.8457
4900 6.8457
