0 48.6547 3.26435
100 9.86339 1.05527
200 9.62664 0.710776
300 9.67226 1.34956
400 9.5507 1.2251
500 9.74953 1.43086
600 8.34431 0.95427
700 8.00135 0.642256
800 8.02093 0.589314
900 8.27568 1.17168
1000 8.22472 1.08811
1100 8.63639 1.60283
1200 8.11854 0.905142
1300 8.59369 1.5551
1400 8.07459 0.823092
1500 8.16266 0.855052
1600 8.57371 1.50382
1700 8.50755 1.55465
1800 8.3079 1.17167
1900 8.96987 1.85316
2000 8.53423 1.59785
2100 7.94975 0.566505
2200 8.7352 1.73295
2300 8.03665 0.764933
2400 8.26106 1.17638
2500 8.17899 0.976886
2600 8.445 1.34567
2700 8.58458 1.62207
2800 8.10056 0.891595
2900 7.82543 0.16426
3000 8.65273 1.58675
3100 8.19412 0.947248
3200 8.50798 1.41447
3300 8.32591 1.20275
3400 8.01822 0.65965
3500 8.88981 1.8511
3600 9.0014 1.91158
3700 8.75109 1.68219
3800 8.38608 1.33279
3900 8.41126 1.25298
4000 8.13761 0.825953
4100 8.21178 1.05889
4200 8.53201 1.53115
4300 8.06289 0.846833
4400 8.42999 1.36802
4500 8.16551 1.0663
4600 8.18941 0.977785
4700 8.11165 0.805791
4800 8.43184 1.43154
4900 8.33998 1.28298
