0.717473 0.696586
0.930415 -0.366508
-0.630744 -0.775991
-0.223569 -0.974688
0.995544 0.0942977
-0.215095 -0.976593
-0.31614 -0.948713
0.518815 -0.854887
-0.947365 0.320154
-0.710224 -0.703975
0.982919 -0.184041
0.78844 -0.615112
0.875564 -0.483102
0.999318 -0.0369286
0.314854 -0.94914
0.800957 0.598722
-0.00362325 -0.999993
-0.379817 -0.925061
-0.17002 0.985441
0.92114 0.38923
-0.510062 0.860138
0.987937 0.154855
0.856841 0.515581
0.622228 0.782836
-0.581943 0.81323
-0.166467 0.986047
-0.432262 -0.901748
-0.99314 0.116933
-0.887591 0.460633
-0.994244 -0.107138
-0.866666 0.49889
-0.154466 0.987998
0.621687 0.783266
0.736953 0.675944
0.717473 0.696586
