0	-0.514477	0	0.56	0.56
1	-0.48333	0.031147	0.54	0.55
2	-0.462114	0.0278124	0.42	0.506667
3	-0.41232	0.0535365	0.44	0.49
4	-0.410754	0.0414987	0.54	0.5
5	-0.428405	0.0382052	0.55	0.508333
6	-0.429757	0.0323176	0.55	0.514286
7	-0.429298	0.0279916	0.59	0.52375
8	-0.424625	0.0251248	0.47	0.517778
9	-0.420269	0.0228906	0.35	0.501
10	-0.427506	0.0219338	0.47	0.498182
11	-0.428212	0.0200352	0.54	0.501667
12	-0.430921	0.0186276	0.44	0.496923
13	-0.434807	0.0176782	0.51	0.497857
14	-0.433132	0.0165425	0.43	0.493333
15	-0.432256	0.0154988	0.57	0.498125
16	-0.43161	0.0145729	0.5	0.498235
17	-0.424154	0.0156322	0.53	0.5
18	-0.420859	0.0151493	0.52	0.501053
19	-0.425077	0.0149781	0.47	0.4995
20	-0.430404	0.0152105	0.52	0.500476
21	-0.433283	0.0147857	0.52	0.501364
22	-0.434768	0.014206	0.6	0.505652
23	-0.433678	0.0136449	0.49	0.505
24	-0.435099	0.0131646	0.54	0.5064
25	-0.438249	0.0130345	0.5	0.506154
26	-0.43916	0.0125755	0.55	0.507778
27	-0.442164	0.0124847	0.46	0.506071
28	-0.440977	0.0121049	0.6	0.50931
29	-0.441568	0.0117094	0.49	0.508667
30	-0.443443	0.0114795	0.48	0.507742
31	-0.44254	0.0111516	0.53	0.508437
32	-0.43544	0.0129316	0.52	0.508788
33	-0.436208	0.012569	0.49	0.508235
34	-0.438994	0.0125185	0.38	0.504571
35	-0.442125	0.0125623	0.53	0.505278
36	-0.439997	0.012402	0.49	0.504865
37	-0.438691	0.0121417	0.4	0.502105
38	-0.438537	0.0118273	0.54	0.503077
39	-0.438268	0.011531	0.57	0.50475
40	-0.435993	0.0114741	0.5	0.504634
41	-0.435852	0.0111984	0.53	0.505238
42	-0.437132	0.0110096	0.51	0.505349
43	-0.43537	0.0108998	0.44	0.503864
44	-0.43424	0.0107146	0.47	0.503111
45	-0.434481	0.0104819	0.55	0.50413
46	-0.435037	0.0102715	0.49	0.50383
47	-0.433441	0.010181	0.6	0.505833
48	-0.435749	0.0102346	0.41	0.503878
49	-0.437984	0.0102738	0.46	0.503
50	-0.437799	0.0100721	0.46	0.502157
51	-0.437599	0.0098785	0.54	0.502885
52	-0.436568	0.00974496	0.5	0.50283
53	-0.433845	0.00994301	0.47	0.502222
54	-0.434611	0.00979057	0.54	0.502909
55	-0.434045	0.00963076	0.47	0.502321
56	-0.433662	0.00946805	0.49	0.502105
57	-0.434352	0.00932894	0.51	0.502241
58	-0.436063	0.00932764	0.49	0.502034
59	-0.437764	0.00932731	0.45	0.501167
60	-0.437806	0.00917323	0.51	0.501311
61	-0.438509	0.00905143	0.48	0.500968
62	-0.440051	0.00903915	0.49	0.500794
63	-0.44045	0.00890572	0.52	0.501094
64	-0.440485	0.00876771	0.49	0.500923
65	-0.440993	0.00864878	0.48	0.500606
66	-0.440214	0.0085543	0.48	0.500299
67	-0.441758	0.00856784	0.44	0.499412
68	-0.442075	0.00844872	0.44	0.498551
69	-0.441453	0.00835033	0.48	0.498286
70	-0.441745	0.00823704	0.42	0.497183
71	-0.440232	0.00826153	0.51	0.497361
72	-0.440194	0.00814766	0.46	0.496849
73	-0.439677	0.0080534	0.53	0.497297
74	-0.441007	0.00805583	0.49	0.4972
75	-0.441806	0.00798921	0.49	0.497105
76	-0.44188	0.00788512	0.49	0.497013
77	-0.441927	0.00778351	0.5	0.497051
78	-0.441817	0.00768515	0.5	0.497089
79	-0.44247	0.00761653	0.57	0.498
80	-0.44196	0.00753915	0.44	0.497284
81	-0.442075	0.00744753	0.53	0.497683
82	-0.442375	0.00736339	0.59	0.498795
83	-0.442821	0.00728881	0.56	0.499524
84	-0.442273	0.00722329	0.58	0.500471
85	-0.441741	0.00715865	0.52	0.500698
86	-0.441827	0.00707641	0.49	0.500575
87	-0.441463	0.00700501	0.56	0.50125
88	-0.44119	0.00693121	0.52	0.501461
89	-0.441982	0.00689931	0.48	0.501222
90	-0.442175	0.0068258	0.58	0.502088
91	-0.442148	0.00675125	0.49	0.501957
92	-0.44233	0.00668076	0.44	0.50129
93	-0.442004	0.00661736	0.52	0.501489
94	-0.442475	0.00656428	0.57	0.502211
95	-0.443015	0.00651792	0.52	0.502396
96	-0.443465	0.00646608	0.41	0.501443
97	-0.444308	0.00645498	0.58	0.502245
98	-0.444922	0.00641885	0.56	0.502828
99	-0.445246	0.00636261	0.55	0.5033
