-2.12545 0.0126976
-2.03882 0.00346299
-1.95219 0.0219323
-1.86556 0.0115433
-1.77893 0.0427102
-1.6923 0.0415559
-1.60567 0.11197
-1.51904 0.100427
-1.43241 0.153526
-1.34578 0.125822
-1.25915 0.26665
-1.17252 0.279348
-1.08589 0.33591
-0.999256 0.307052
-0.912626 0.408633
-0.825995 0.423639
-0.739365 0.43172
-0.652735 0.454806
-0.566104 0.372849
-0.479474 0.391318
-0.392844 0.340528
-0.306214 0.326676
-0.219583 0.350917
-0.132953 0.282811
-0.0463228 0.310515
0.0403074 0.275885
0.126938 0.318595
0.213568 0.316287
0.300198 0.323213
0.386829 0.387855
0.473459 0.341682
0.560089 0.392473
0.646719 0.383238
0.73335 0.391318
0.81998 0.371695
0.90661 0.400553
0.99324 0.372849
1.07987 0.2932
1.1665 0.262033
1.25313 0.203162
1.33976 0.166224
1.42639 0.101581
1.51302 0.0981181
1.59965 0.0784945
1.68628 0.0646425
1.77291 0.0542536
1.85954 0.0115433
1.94617 0.017315
2.0328 0.00230866
2.11943 0.00577165
