1000 1.00464 0
2000 0.998066 0.0065744
3000 0.994254 0.00537947
4000 0.994356 0.00380525
5000 0.987284 0.00766246
6000 0.990405 0.00699177
7000 0.989521 0.00597492
8000 0.993489 0.00652118
9000 0.992972 0.00577437
10000 0.994769 0.00546844
11000 0.995816 0.00505594
12000 0.994017 0.00495342
13000 0.993109 0.00464613
14000 0.992847 0.00430945
15000 0.994707 0.00442202
16000 0.996689 0.00458679
17000 0.998027 0.00451154
18000 0.997369 0.00430411
19000 0.995706 0.0043978
20000 0.995552 0.00417496
21000 0.995624 0.00397182
22000 0.996067 0.00381279
23000 0.996658 0.00369088
24000 0.996961 0.00354673
25000 0.997442 0.00343574
26000 0.997956 0.00334077
27000 0.997056 0.00333827
28000 0.997296 0.00322575
29000 0.997816 0.00315565
30000 0.998708 0.00317657
31000 0.999097 0.00309685
32000 0.998723 0.00302165
33000 0.998176 0.00297942
34000 0.998282 0.00289242
35000 0.998176 0.00281055
36000 0.997496 0.00281473
37000 0.997797 0.00275404
38000 0.997368 0.00271467
39000 0.997122 0.00265559
40000 0.997364 0.00259961
41000 0.998182 0.00266434
42000 0.998447 0.00261359
43000 0.997795 0.00263415
44000 0.997626 0.0025791
45000 0.998438 0.00264872
46000 0.998741 0.00260806
47000 0.998415 0.00257264
48000 0.998242 0.00252438
49000 0.997968 0.00248751
50000 0.99821 0.00244924
51000 0.998227 0.00240079
52000 0.998704 0.0024021
53000 0.998467 0.00236825
54000 0.9984 0.00232494
55000 0.998859 0.00232794
56000 0.998731 0.00228958
57000 0.998878 0.00225384
58000 0.998596 0.00223244
59000 0.998962 0.00222463
60000 0.999125 0.00219326
61000 0.999521 0.00219304
62000 0.999786 0.00217365
63000 0.999951 0.00214518
64000 1.00007 0.00211504
65000 0.999928 0.00208743
66000 0.99999 0.0020565
67000 1.00045 0.00207803
68000 1.00053 0.00204859
69000 1.0003 0.00203198
70000 1.00056 0.00202034
71000 1.00064 0.00199325
72000 1.00015 0.00202689
73000 1.00038 0.0020129
74000 1.00051 0.00198936
75000 1.00056 0.00196342
76000 1.00039 0.001945
77000 1.00039 0.00191957
78000 1.00028 0.00189793
79000 1.00003 0.00188982
80000 1.00026 0.00187972
81000 1.00007 0.00186602
82000 0.999757 0.00186972
83000 0.999627 0.00185169
84000 0.999662 0.00182985
85000 0.999532 0.00181287
86000 0.999675 0.00179738
87000 0.999899 0.00179064
88000 0.999926 0.00177039
89000 0.99987 0.00175127
90000 0.999659 0.00174455
91000 0.999551 0.00172863
92000 0.999608 0.00171069
93000 0.999548 0.00169329
94000 0.999605 0.00167617
95000 0.999579 0.00165864
96000 0.99977 0.00165233
97000 0.999895 0.00163992
98000 0.999942 0.00162378
99000 1.00004 0.00161061
100000 1.00006 0.0015945
