0.5 0.015081
0.55 0.0302746
0.6 0.0516814
0.65 0.0723674
0.7 0.0925582
0.75 0.115997
0.8 0.140458
0.85 0.163836
0.9 0.186293
0.95 0.210093
1 0.231139
1.05 0.253022
1.1 0.272582
1.15 0.292402
1.2 0.312757
1.25 0.330573
1.3 0.348407
1.35 0.363859
1.4 0.381512
1.45 0.39644
1.5 0.411983
1.55 0.42681
1.6 0.440696
1.65 0.453861
1.7 0.466306
1.75 0.478673
1.8 0.490722
1.85 0.502349
1.9 0.513334
1.95 0.523994
