# BIN:     VELOCITY:     AVE_POFV:        ERROR:
# Block 1
   0.0942809   0.0026762   0.0026762           0
    0.282843  0.00697286  0.00697286           0
    0.471405   0.0376633   0.0376633           0
    0.659966   0.0659475   0.0659475           0
    0.848528    0.158755    0.158755           0
     1.03709    0.275698    0.275698           0
     1.22565    0.293818    0.293818           0
     1.41421     0.33374     0.33374           0
     1.60278    0.307837    0.307837           0
     1.79134    0.382722    0.382722           0
      1.9799    0.425762    0.425762           0
     2.16846    0.380856    0.380856           0
     2.35702    0.441966    0.441966           0
     2.54558    0.641282    0.641282           0
     2.73415    0.435239    0.435239           0
     2.92271    0.313018    0.313018           0
     3.11127    0.242822    0.242822           0
     3.29983    0.157528    0.157528           0
     3.48839    0.109233    0.109233           0
     3.67696    0.102972    0.102972           0
     3.86552   0.0580662   0.0580662           0
     4.05408   0.0287999   0.0287999           0
     4.24264   0.0339559   0.0339559           0
      4.4312   0.0161063   0.0161063           0
     4.61976   0.0319671   0.0319671           0
     4.80833   0.0101647   0.0101647           0
     4.99689  0.00596621  0.00596621           0
     5.18545  0.00117851  0.00117851           0
     5.37401 0.000589256 0.000589256           0
     5.56257           0           0           0


# Block 2
   0.0942809  0.00999279   0.0063345  0.00258681
    0.282843   0.0351589   0.0210659  0.00996528
    0.471405   0.0690902   0.0533767   0.0111111
    0.659966    0.114635   0.0902912   0.0172135
    0.848528    0.247217    0.202986    0.031276
     1.03709    0.296273    0.285985  0.00727431
     1.22565    0.313018    0.303418  0.00678819
     1.41421    0.453162    0.393451   0.0422222
     1.60278    0.437179    0.372508   0.0457292
     1.79134    0.607768    0.495245    0.079566
      1.9799    0.556429    0.491095   0.0461979
     2.16846     0.54953    0.465193   0.0596354
     2.35702    0.411079    0.426523   0.0109201
     2.54558    0.331358     0.48632    0.109575
     2.73415    0.222763    0.329001   0.0751215
     2.92271     0.22566    0.269339   0.0308854
     3.11127    0.112032    0.177427   0.0462413
     3.29983   0.0882656    0.122897   0.0244878
     3.48839    0.035429   0.0723311   0.0260937
     3.67696   0.0550954   0.0790339   0.0169271
     3.86552   0.0177022   0.0378842   0.0142708
     4.05408   0.0120306   0.0204153  0.00592882
     4.24264    0.037565   0.0357605  0.00127604
      4.4312   0.0309114   0.0235088  0.00523437
     4.61976   0.0205257   0.0262464  0.00404514
     4.80833   0.0119815   0.0110731 0.000642361
     4.99689  0.00144859   0.0037074  0.00159722
     5.18545           0 0.000589256 0.000416667
     5.37401           0 0.000294628 0.000208333
     5.56257           0           0           0


# Block 3
   0.0942809    0.047165   0.0199447   0.0112457
    0.282843   0.0872098   0.0431139   0.0191889
    0.471405    0.082594   0.0631158   0.0108675
    0.659966    0.155711    0.112098   0.0211827
    0.848528    0.247045    0.217673    0.024053
     1.03709    0.386134    0.319368   0.0276851
     1.22565    0.384121    0.330319   0.0224261
     1.41421    0.353799    0.380234    0.030146
     1.60278    0.506932    0.417316   0.0476225
     1.79134     0.56981      0.5201   0.0567936
      1.9799    0.350411    0.444201    0.049139
     2.16846    0.577127    0.502504    0.050087
     2.35702    0.388639    0.413895   0.0126219
     2.54558    0.367646    0.446762   0.0798717
     2.73415    0.214514    0.290839   0.0589833
     2.92271    0.164378    0.234352   0.0352139
     3.11127    0.146676    0.167177   0.0319435
     3.29983   0.0906717    0.112155    0.018532
     3.48839    0.022048   0.0555701   0.0221338
     3.67696   0.0505778   0.0695485   0.0136867
     3.86552   0.0351835    0.036984  0.00954224
     4.05408  0.00397748    0.014936  0.00596971
     4.24264  0.00390382   0.0251416  0.00871191
      4.4312    0.037295   0.0281042  0.00512401
     4.61976   0.0178004   0.0234311  0.00354353
     4.80833   0.0102629    0.010803 0.000481682
     4.99689  0.00166956  0.00302812   0.0012006
     5.18545           0 0.000392837  0.00032075
     5.37401           0 0.000196419 0.000160375
     5.56257           0           0           0


# Block 4
   0.0942809  0.00653092   0.0165912  0.00892025
    0.282843   0.0473369   0.0441696   0.0144207
    0.471405   0.0943791   0.0709316   0.0105947
    0.659966     0.20511    0.135351   0.0256501
    0.848528     0.30985    0.240717   0.0269019
     1.03709    0.448694      0.3517   0.0348586
     1.22565    0.407912    0.349717   0.0237722
     1.41421    0.446582    0.396821   0.0267869
     1.60278    0.560382    0.453082   0.0472772
     1.79134    0.448448    0.502187   0.0453322
      1.9799    0.477076    0.452419   0.0375353
     2.16846    0.493477    0.500247    0.037616
     2.35702    0.322102    0.390947   0.0220132
     2.54558    0.241988    0.395569   0.0745255
     2.73415     0.17302    0.261384    0.051065
     2.92271    0.124382    0.206859   0.0355582
     3.11127   0.0561512     0.13942   0.0339379
     3.29983    0.175033    0.127875   0.0194554
     3.48839   0.0962451   0.0657388   0.0187916
     3.67696   0.0563967   0.0662606   0.0106527
     3.86552   0.0204766   0.0328571  0.00799945
     4.05408   0.0261973   0.0177513   0.0050981
     4.24264  0.00245523     0.01947  0.00817419
      4.4312 0.000712017   0.0212562  0.00706686
     4.61976   0.0144122   0.0211764  0.00329786
     4.80833  0.00545061  0.00946492  0.00121384
     4.99689  0.00105575  0.00253503 0.000996578
     5.18545   0.0304694  0.00791198  0.00651621
     5.37401  0.00766032  0.00206239  0.00162045
     5.56257  0.00331456 0.000828641 0.000717624


# Block 5
   0.0942809 0.000220971   0.0133172  0.00771368
    0.282843   0.0308868   0.0415131   0.0117787
    0.471405    0.060988   0.0689429  0.00866042
    0.659966    0.216993    0.151679   0.0251867
    0.848528    0.264134      0.2454   0.0219254
     1.03709    0.338969    0.349154   0.0279797
     1.22565    0.436221    0.367018    0.024518
     1.41421    0.590017     0.43546   0.0406647
     1.60278    0.556822     0.47383   0.0421292
     1.79134    0.485277    0.498805   0.0363917
      1.9799    0.466077    0.455151   0.0301275
     2.16846    0.385152    0.477228    0.036462
     2.35702    0.383753    0.389508   0.0176575
     2.54558     0.22566    0.361587   0.0669208
     2.73415    0.278006    0.264708     0.04096
     2.92271    0.181982    0.201884   0.0287926
     3.11127   0.0744672     0.12643   0.0295321
     3.29983    0.118219    0.125944   0.0156598
     3.48839    0.060546   0.0647003   0.0150619
     3.67696   0.0215324   0.0573149   0.0116896
     3.86552   0.0156398   0.0294137  0.00710213
     4.05408   0.0389154   0.0219841  0.00556484
     4.24264   0.0103856   0.0176531  0.00673825
      4.4312   0.0261973   0.0222444  0.00572217
     4.61976  0.00766032   0.0184732  0.00357861
     4.80833   0.0104838   0.0096687 0.000988026
     4.99689   0.0169657  0.00542115  0.00270174
     5.18545  0.00112941  0.00655547  0.00535231
     5.37401           0  0.00164992  0.00134784
     5.56257           0 0.000662913 0.000592927


# Block 6
   0.0942809  0.00714472   0.0122884   0.0064963
    0.282843   0.0386699   0.0410392  0.00982509
    0.471405    0.112892   0.0762677  0.00983848
    0.659966    0.254632    0.168838   0.0261895
    0.848528    0.233149    0.243358    0.018366
     1.03709     0.31368    0.343241   0.0239329
     1.22565    0.355125    0.365036   0.0205116
     1.41421    0.539807    0.452851   0.0374218
     1.60278    0.418691     0.46464   0.0360961
     1.79134     0.46971    0.493956   0.0306478
      1.9799    0.387264    0.443836   0.0271478
     2.16846    0.489647    0.479298   0.0304437
     2.35702    0.406734    0.392379   0.0149461
     2.54558    0.374742    0.363779   0.0558032
     2.73415    0.310317     0.27231   0.0348316
     2.92271    0.201894    0.201886   0.0239938
     3.11127    0.113088    0.124206   0.0246937
     3.29983    0.178864    0.134764   0.0153338
     3.48839   0.0484417   0.0619905    0.012793
     3.67696   0.0255344   0.0520182   0.0108753
     3.86552  0.00287262   0.0249902  0.00716479
     4.05408   0.0174076   0.0212214  0.00468935
     4.24264  0.00299538   0.0152102  0.00604185
      4.4312           0    0.018537  0.00584743
     4.61976           0   0.0153943  0.00409791
     4.80833           0  0.00805725  0.00168579
     4.99689           0  0.00451763  0.00239778
     5.18545           0  0.00546289  0.00457041
     5.37401           0  0.00137493  0.00115091
     5.56257           0 0.000552427 0.000504295


# Block 7
   0.0942809  0.00203784   0.0108241  0.00573093
    0.282843   0.0606442   0.0438399  0.00881165
    0.471405   0.0973745   0.0792829  0.00888302
    0.659966    0.209652    0.174669    0.023088
    0.848528    0.282573    0.248961   0.0165747
     1.03709    0.372999    0.347492   0.0208881
     1.22565    0.456256    0.378067   0.0213228
     1.41421    0.533522    0.464376   0.0338038
     1.60278    0.417758    0.457943   0.0315547
     1.79134    0.339436    0.471882   0.0332829
      1.9799    0.421833    0.440693   0.0234508
     2.16846    0.376534    0.464618   0.0294221
     2.35702     0.44177    0.399435   0.0143803
     2.54558    0.373809    0.365212   0.0478497
     2.73415    0.344371    0.282604     0.03134
     2.92271    0.153771    0.195012   0.0215282
     3.11127   0.0913837    0.119517   0.0216066
     3.29983    0.124603    0.133312   0.0132118
