0 2193.89
100 650.098
200 407.679
300 345.981
400 265.235
500 245.697
600 198.37
700 186.433
800 170.675
900 169.452
1000 153.277
1100 149.981
1200 145.848
1300 144.5
1400 138.26
1500 136.28
1600 136.309
1700 136.25
1800 131.047
1900 128.744
2000 125.208
2100 124.41
2200 123.418
2300 123.881
2400 121.768
2500 122.395
2600 116.751
2700 121.518
2800 109.316
2900 120.282
3000 101.714
3100 119.758
3200 100.225
3300 115.286
3400 97.9657
3500 113.253
3600 95.9294
3700 112.706
3800 94.3061
3900 111.335
4000 94.1003
4100 110.152
4200 90.6686
4300 106.515
4400 87.6682
4500 106.412
4600 87.532
4700 101.212
4800 87.393
4900 100.124
5000 86.1618
5100 99.2278
5200 86.0835
5300 95.7339
5400 85.4125
5500 95.7339
5600 82.7009
5700 82.3334
5800 81.3698
5900 81.3698
6000 81.3698
6100 81.3698
6200 81.2693
6300 81.3698
6400 81.2441
6500 81.033
6600 81.033
6700 81.033
6800 80.8366
6900 80.8366
7000 80.8366
7100 80.8366
7200 80.5874
7300 80.8366
7400 79.4844
7500 80.8366
7600 80.8366
7700 79.0508
7800 78.9543
7900 78.7778
8000 78.7778
8100 78.7778
8200 77.006
8300 77.006
8400 77.006
8500 77.006
8600 75.9122
8700 75.9122
8800 75.9122
8900 75.9122
9000 75.8205
9100 75.9122
9200 75.9122
9300 75.1751
9400 75.9122
9500 75.771
9600 75.3523
9700 75.2907
9800 75.2907
9900 75.2907
