0 2234.35
100 627.942
200 362.883
300 255.529
400 227.575
500 201.886
600 181.861
700 178.872
800 168.377
900 163.754
1000 159.605
1100 158.812
1200 154.605
1300 151.345
1400 127.901
1500 123.96
1600 123.473
1700 121.734
1800 117.934
1900 116.33
2000 115.691
2100 114.829
2200 112.348
2300 110.758
2400 110.799
2500 109.748
2600 108.45
2700 108.23
2800 107.295
2900 105.235
3000 103.633
3100 103.633
3200 103.633
3300 101.771
3400 100.604
3500 100.101
3600 98.7486
3700 98.4935
3800 95.8725
3900 97.904
4000 96.5185
4100 93.5248
4200 90.5324
4300 90.1632
4400 89.2837
4500 88.5588
4600 88.5588
4700 88.0297
4800 88.0297
4900 87.8424
5000 87.4875
5100 87.4875
5200 86.3772
5300 84.6413
5400 84.2884
5500 84.2884
5600 83.8006
5700 77.8484
5800 83.8006
5900 83.8006
6000 83.8006
6100 83.8006
6200 82.926
6300 83.8006
6400 82.963
6500 82.963
6600 82.963
6700 82.5374
6800 82.2808
6900 81.6998
7000 81.4624
7100 81.0234
7200 81.0234
7300 81.0234
7400 81.0234
7500 81.0234
7600 81.0234
7700 81.0033
7800 80.0935
7900 81.0033
8000 80.922
8100 80.922
8200 80.922
8300 79.6073
8400 79.6073
8500 78.5344
8600 79.6073
8700 79.6073
8800 79.6073
8900 79.6073
9000 79.6073
9100 79.6073
9200 79.6073
9300 79.4345
9400 79.3539
9500 79.3539
9600 79.2407
9700 79.2407
9800 78.0294
9900 78.9052
